nearest_facility_id,nearest_facility_type,acq_date,daily_detections,daily_total_frp_mw,daily_max_frp_mw
P100000120513,steel,2025-04-12,4,22.63,9.0
P100000120513,steel,2025-04-13,9,55.15,9.66
P100000120513,steel,2025-04-14,3,53.8,26.4
P100000120513,steel,2025-04-15,2,10.2,5.1
P100000120513,steel,2025-04-16,3,14.45,9.51
P100000120513,steel,2025-04-17,2,11.05,7.57
P100000120513,steel,2025-04-18,8,43.2,9.84
P100000120513,steel,2025-04-19,3,15.14,6.68
P100000120513,steel,2025-04-20,2,23.849999999999998,20.81
P100000120513,steel,2025-04-21,4,33.87,12.12
P100000120513,steel,2025-04-22,3,27.060000000000002,15.47
P100000120513,steel,2025-04-23,5,28.46,6.41
P100000120513,steel,2025-04-24,7,30.14,6.02
P100000120513,steel,2025-04-25,5,20.82,6.86
P100000120513,steel,2025-04-26,4,29.32,23.32
P100000120513,steel,2025-04-27,2,21.55,17.77
P100000120513,steel,2025-04-28,1,9.26,9.26
P100000120513,steel,2025-04-29,6,34.57,8.06
P100000120513,steel,2025-04-30,2,20.049999999999997,10.51
P100000120513,steel,2025-05-01,1,7.57,7.57
P100000120513,steel,2025-05-02,3,22.03,15.59
P100000120513,steel,2025-05-03,2,12.22,6.11
P100000120513,steel,2025-05-04,5,22.58,8.07
P100000120513,steel,2025-05-07,3,12.459999999999999,4.52
P100000120513,steel,2025-05-08,1,3.95,3.95
P100000120513,steel,2025-05-09,2,13.04,7.57
P100000120513,steel,2025-05-10,4,14.24,4.78
P100000120513,steel,2025-05-11,7,46.94,12.52
P100000120513,steel,2025-05-12,3,40.44,31.02
P100000120513,steel,2025-05-13,4,46.6,16.63
P100000120513,steel,2025-05-14,1,6.68,6.68
P100000120513,steel,2025-05-15,4,26.8,8.67
P100000120513,steel,2025-05-16,5,64.15,17.32
P100000120513,steel,2025-05-17,1,15.88,15.88
P100000120513,steel,2025-05-18,2,2.81,1.54
P100000120513,steel,2025-05-19,4,39.79,18.6
P100000120513,steel,2025-05-21,1,1.58,1.58
P100000120513,steel,2025-05-22,1,12.99,12.99
P100000120513,steel,2025-05-23,4,12.76,3.19
P100000120513,steel,2025-05-29,3,8.79,3.48
P100000120513,steel,2025-05-30,3,16.6,8.78
P100000120513,steel,2025-05-31,3,6.9,3.5
P100000120513,steel,2025-06-01,6,50.1,14.48
P100000120513,steel,2025-06-02,4,14.34,3.92
P100000120513,steel,2025-06-03,1,10.24,10.24
P100000120513,steel,2025-06-04,2,33.66,27.86
P100000120513,steel,2025-06-05,5,32.67,8.79
P100000120513,steel,2025-06-06,3,11.27,5.99
P100000120513,steel,2025-06-07,4,42.16,14.93
P100000120513,steel,2025-06-08,1,4.53,4.53
P100000120513,steel,2025-06-09,5,60.22,17.49
P100000120513,steel,2025-06-10,3,11.24,5.68
P100000120513,steel,2025-06-13,1,18.95,18.95
P100000120513,steel,2025-06-14,3,43.14,19.78
P100000120513,steel,2025-06-20,4,10.95,3.52
P100000120513,steel,2025-06-21,2,3.69,2.27
P100000120513,steel,2025-06-30,1,11.26,11.26
P100000120513,steel,2025-07-10,2,2.0,1.0
P100000120513,steel,2025-07-11,2,13.37,9.03
P100000120513,steel,2025-07-12,1,6.64,6.64
P100000120513,steel,2025-07-14,1,0.81,0.81
P100000120513,steel,2025-07-15,1,8.64,8.64
P100000120513,steel,2025-07-16,3,12.17,5.21
P100000120513,steel,2025-07-17,1,9.72,9.72
P100000120513,steel,2025-07-18,1,7.61,7.61
P100000120513,steel,2025-07-20,2,14.9,7.45
P100000120513,steel,2025-07-21,4,14.170000000000002,5.48
P100000120513,steel,2025-07-22,1,12.88,12.88
P100000120513,steel,2025-07-25,2,7.26,3.63
P100000120513,steel,2025-08-01,1,47.3,47.3
P100000120513,steel,2025-08-02,1,2.48,2.48
P100000120513,steel,2025-08-04,2,4.04,2.02
P100000120513,steel,2025-08-05,1,21.49,21.49
P100000120513,steel,2025-08-06,2,9.780000000000001,8.22
P100000120513,steel,2025-08-07,1,5.29,5.29
P100000120513,steel,2025-08-08,4,13.870000000000001,3.83
P100000120513,steel,2025-08-10,3,26.759999999999998,10.12
P100000120513,steel,2025-08-11,2,8.92,4.46
P100000120513,steel,2025-08-12,3,28.57,12.08
P100000120513,steel,2025-08-14,1,1.56,1.56
P100000120513,steel,2025-08-21,2,5.48,2.74
P100000120513,steel,2025-08-22,2,25.39,21.73
P100000120513,steel,2025-08-26,2,14.23,8.02
P100000120513,steel,2025-08-27,2,2.54,1.27
P100000120513,steel,2025-09-02,2,13.94,6.97
P100000120513,steel,2025-09-07,2,1.5,0.75
P100000120513,steel,2025-09-09,4,29.7,11.38
P100000120513,steel,2025-09-10,1,3.95,3.95
P100000120513,steel,2025-09-11,5,21.44,6.9
P100000120513,steel,2025-09-12,2,12.399999999999999,7.34
P100000120513,steel,2025-09-16,1,7.97,7.97
P100000120513,steel,2025-09-17,3,7.87,3.33
P100000120513,steel,2025-09-18,2,3.79,2.97
P100000120513,steel,2025-09-22,1,3.7,3.7
P100000120513,steel,2025-09-23,2,30.18,20.6
P100000120513,steel,2025-09-24,1,11.09,11.09
P100000120513,steel,2025-09-25,2,2.56,1.28
P100000120513,steel,2025-09-29,2,10.25,7.34
P100000120513,steel,2025-10-01,4,19.95,6.96
P100000120513,steel,2025-10-02,1,3.04,3.04
P100000120513,steel,2025-10-03,6,33.92,10.07
P100000120513,steel,2025-10-04,4,24.17,10.28
P100000120513,steel,2025-10-05,2,25.38,14.62
P100000120513,steel,2025-10-06,1,6.9,6.9
P100000120513,steel,2025-10-07,2,14.6,10.36
P100000120513,steel,2025-10-08,3,23.2,11.62
P100000120513,steel,2025-10-09,4,15.58,4.99
P100000120513,steel,2025-10-10,2,16.810000000000002,13.31
P100000120513,steel,2025-10-11,2,9.81,7.38
P100000120513,steel,2025-10-12,5,26.48,8.0
P100000120513,steel,2025-10-13,4,27.78,10.14
P100000120513,steel,2025-10-14,3,16.47,6.69
P100000120513,steel,2025-10-15,4,38.66,12.66
P100000120513,steel,2025-10-16,3,13.19,6.36
P100000120513,steel,2025-10-17,5,25.439999999999998,9.11
P100000120513,steel,2025-10-18,5,42.92,14.89
P100000120513,steel,2025-10-19,1,6.93,6.93
P100000120513,steel,2025-10-20,6,48.07,12.7
P100000120513,steel,2025-10-21,3,29.939999999999998,16.08
P100000120513,steel,2025-10-22,5,36.82,8.73
P100000120513,steel,2025-10-23,3,24.4,9.25
P100000120513,steel,2025-10-24,1,8.32,8.32
P100000120513,steel,2025-10-28,2,3.12,1.56
P100000120513,steel,2025-10-29,2,45.83,23.61
P100000120513,steel,2025-11-01,4,29.580000000000002,7.98
P100000120513,steel,2025-11-02,2,6.76,5.14
P100000120513,steel,2025-11-03,3,36.42,15.58
P100000120513,steel,2025-11-04,5,31.5,8.75
P100000120513,steel,2025-11-05,1,2.79,2.79
P100000120513,steel,2025-11-06,4,26.560000000000002,11.05
P100000120513,steel,2025-11-07,7,33.23,7.61
P100000120513,steel,2025-11-08,3,18.25,9.53
P100000120513,steel,2025-11-09,2,3.88,1.94
P100000120513,steel,2025-11-10,5,12.36,4.08
P100000120513,steel,2025-11-11,1,8.33,8.33
P100000120513,steel,2025-11-12,4,15.15,4.72
P100000120513,steel,2025-11-13,4,18.83,8.85
P100000120513,steel,2025-11-14,4,62.86,26.28
P100000120513,steel,2025-11-15,3,41.58,23.05
P100000120513,steel,2025-11-16,2,55.839999999999996,43.9
P100000120513,steel,2025-11-17,4,74.95,28.33
P100000120513,steel,2025-11-18,7,64.74,19.4
P100000120513,steel,2025-11-19,3,14.73,6.94
P100000120513,steel,2025-11-20,3,61.48,28.91
P100000120513,steel,2025-11-21,2,26.08,15.83
P100000120513,steel,2025-11-22,5,54.650000000000006,25.05
P100000120513,steel,2025-11-23,5,27.03,8.51
P100000120513,steel,2025-11-25,3,15.6,8.6
P100000120513,steel,2025-11-26,5,25.779999999999998,16.56
P100000120513,steel,2025-11-27,3,30.79,12.88
P100000120513,steel,2025-11-28,4,25.98,9.52
P100000120513,steel,2025-11-29,4,20.59,9.37
P100000120513,steel,2025-11-30,4,20.66,6.47
P100000120513,steel,2025-12-01,4,50.37,30.0
P100000120513,steel,2025-12-02,2,22.45,11.92
P100000120513,steel,2025-12-03,3,15.51,8.83
P100000120513,steel,2025-12-04,6,25.93,8.77
P100000120513,steel,2025-12-05,3,41.849999999999994,20.38
P100000120513,steel,2025-12-06,4,25.330000000000002,11.13
P100000120513,steel,2025-12-07,5,28.740000000000002,10.91
P100000120513,steel,2025-12-08,3,36.57,14.15
P100000120513,steel,2025-12-09,3,15.7,9.04
P100000120513,steel,2025-12-10,6,62.31,13.67
P100000120513,steel,2025-12-11,2,22.86,13.67
P100000120513,steel,2025-12-12,3,29.09,12.14
P100000120513,steel,2025-12-13,4,48.35,24.12
P100000120513,steel,2025-12-14,5,39.95,12.72
P100000120513,steel,2025-12-15,2,7.92,3.96
P100000120513,steel,2025-12-16,7,46.81,9.64
P100000120513,steel,2025-12-17,3,17.74,9.95
P100000120513,steel,2025-12-18,4,25.85,9.77
P100000120513,steel,2025-12-19,3,16.39,6.92
P100000120513,steel,2025-12-20,9,46.2,13.55
P100000120513,steel,2025-12-21,1,3.58,3.58
P100000120513,steel,2025-12-22,3,16.16,11.54
P100000120513,steel,2025-12-23,3,42.03,29.88
P100000120513,steel,2025-12-24,1,9.64,9.64
P100000120513,steel,2025-12-25,3,18.85,11.67
P100000120513,steel,2025-12-26,3,39.96,17.34
P100000120513,steel,2025-12-27,3,17.47,6.58
P100000120513,steel,2025-12-28,4,34.64,13.82
P100000120513,steel,2025-12-29,4,31.07,16.76
P100000120513,steel,2025-12-30,7,42.94,9.67
P100000120513,steel,2025-12-31,4,10.61,3.8
P100000120515,steel,2025-01-02,3,8.86,6.58
P100000120515,steel,2025-01-03,1,4.64,4.64
P100000120515,steel,2025-01-04,1,1.36,1.36
P100000120515,steel,2025-01-07,1,0.95,0.95
P100000120515,steel,2025-01-08,2,6.220000000000001,4.36
P100000120515,steel,2025-01-09,2,6.12,4.37
P100000120515,steel,2025-01-10,1,2.21,2.21
P100000120515,steel,2025-01-13,1,1.58,1.58
P100000120515,steel,2025-01-15,1,1.51,1.51
P100000120515,steel,2025-01-16,2,3.73,2.06
P100000120515,steel,2025-01-18,1,1.79,1.79
P100000120515,steel,2025-01-19,2,3.25,1.93
P100000120515,steel,2025-01-21,1,1.88,1.88
P100000120515,steel,2025-01-22,1,2.59,2.59
P100000120515,steel,2025-01-23,2,1.98,1.1
P100000120515,steel,2025-01-24,2,4.45,2.49
P100000120515,steel,2025-02-04,1,1.43,1.43
P100000120515,steel,2025-02-08,1,1.31,1.31
P100000120515,steel,2025-02-10,1,2.68,2.68
P100000120515,steel,2025-02-13,1,3.25,3.25
P100000120515,steel,2025-02-14,2,7.77,5.83
P100000120515,steel,2025-02-15,1,4.96,4.96
P100000120515,steel,2025-02-16,2,7.21,5.72
P100000120515,steel,2025-02-17,1,2.23,2.23
P100000120515,steel,2025-02-21,1,2.87,2.87
P100000120515,steel,2025-02-25,1,3.43,3.43
P100000120515,steel,2025-02-26,1,1.02,1.02
P100000120515,steel,2025-03-02,1,2.22,2.22
P100000120515,steel,2025-03-07,1,1.2,1.2
P100000120515,steel,2025-03-09,2,3.91,2.38
P100000120515,steel,2025-03-13,1,3.11,3.11
P100000120515,steel,2025-03-14,3,9.17,3.36
P100000120515,steel,2025-03-15,2,3.4,1.74
P100000120515,steel,2025-03-19,1,1.79,1.79
P100000120515,steel,2025-03-24,2,2.78,1.39
P100000120515,steel,2025-03-25,1,1.7,1.7
P100000120515,steel,2025-03-26,1,1.29,1.29
P100000120515,steel,2025-03-30,1,2.37,2.37
P100000120515,steel,2025-03-31,1,3.39,3.39
P100000120515,steel,2025-04-09,1,1.23,1.23
P100000120515,steel,2025-04-12,1,6.43,6.43
P100000120515,steel,2025-04-14,1,1.45,1.45
P100000120515,steel,2025-04-16,1,2.31,2.31
P100000120515,steel,2025-04-30,1,1.52,1.52
P100000120515,steel,2025-05-02,1,3.18,3.18
P100000120515,steel,2025-05-03,1,0.56,0.56
P100000120515,steel,2025-05-04,1,1.96,1.96
P100000120515,steel,2025-05-06,2,5.76,3.78
P100000120515,steel,2025-05-10,1,1.63,1.63
P100000120515,steel,2025-05-20,1,2.76,2.76
P100000120515,steel,2025-06-02,1,1.41,1.41
P100000120515,steel,2025-06-07,1,5.86,5.86
P100000120515,steel,2025-06-12,1,1.36,1.36
P100000120515,steel,2025-07-20,1,1.97,1.97
P100000120515,steel,2025-08-11,1,2.56,2.56
P100000120515,steel,2025-08-16,1,6.58,6.58
P100000120515,steel,2025-08-31,1,3.59,3.59
P100000120515,steel,2025-10-12,2,5.1,2.55
P100000120515,steel,2025-10-13,1,4.82,4.82
P100000120515,steel,2025-10-17,1,3.39,3.39
P100000120515,steel,2025-10-22,1,1.48,1.48
P100000120515,steel,2025-10-23,1,4.43,4.43
P100000120515,steel,2025-10-25,1,1.94,1.94
P100000120515,steel,2025-10-26,1,0.93,0.93
P100000120515,steel,2025-10-30,2,2.8,1.59
P100000120515,steel,2025-11-02,1,1.53,1.53
P100000120515,steel,2025-11-03,1,3.63,3.63
P100000120515,steel,2025-11-04,3,6.699999999999999,3.19
P100000120515,steel,2025-11-05,1,0.94,0.94
P100000120515,steel,2025-11-06,1,2.21,2.21
P100000120515,steel,2025-11-07,1,1.15,1.15
P100000120515,steel,2025-11-08,2,6.04,3.74
P100000120515,steel,2025-11-09,2,7.41,4.07
P100000120515,steel,2025-11-15,1,1.91,1.91
P100000120515,steel,2025-11-16,1,1.93,1.93
P100000120515,steel,2025-11-17,1,1.71,1.71
P100000120515,steel,2025-11-19,3,10.68,7.58
P100000120515,steel,2025-11-20,2,4.44,2.22
P100000120515,steel,2025-11-21,1,1.89,1.89
P100000120515,steel,2025-11-24,2,6.220000000000001,3.54
P100000120515,steel,2025-11-25,1,1.55,1.55
P100000120515,steel,2025-11-26,1,1.73,1.73
P100000120515,steel,2025-12-02,1,2.15,2.15
P100000120515,steel,2025-12-04,2,9.2,4.85
P100000120515,steel,2025-12-05,2,5.22,3.63
P100000120515,steel,2025-12-06,2,3.6799999999999997,1.96
P100000120515,steel,2025-12-08,1,0.94,0.94
P100000120515,steel,2025-12-09,1,2.56,2.56
P100000120515,steel,2025-12-10,2,9.67,5.36
P100000120515,steel,2025-12-11,2,3.5700000000000003,1.83
P100000120515,steel,2025-12-12,2,6.82,3.6
P100000120515,steel,2025-12-14,1,4.54,4.54
P100000120515,steel,2025-12-15,1,1.62,1.62
P100000120515,steel,2025-12-17,4,9.93,4.84
P100000120515,steel,2025-12-18,3,10.81,4.82
P100000120515,steel,2025-12-19,1,2.32,2.32
P100000120515,steel,2025-12-20,1,2.21,2.21
P100000120515,steel,2025-12-21,1,1.74,1.74
P100000120515,steel,2025-12-22,3,5.44,2.49
P100000120515,steel,2025-12-23,1,7.87,7.87
P100000120515,steel,2025-12-24,1,3.11,3.11
P100000120515,steel,2025-12-25,2,3.0700000000000003,1.73
P100000120515,steel,2025-12-27,1,3.87,3.87
P100000120516,steel,2025-01-01,4,9.67,2.9
P100000120516,steel,2025-01-02,5,10.280000000000001,4.7
P100000120516,steel,2025-01-03,3,11.67,5.12
P100000120516,steel,2025-01-04,6,22.56,5.21
P100000120516,steel,2025-01-05,2,10.43,5.52
P100000120516,steel,2025-01-06,4,20.490000000000002,10.77
P100000120516,steel,2025-01-07,7,16.3,3.74
P100000120516,steel,2025-01-08,3,14.98,6.92
P100000120516,steel,2025-01-09,8,20.85,6.58
P100000120516,steel,2025-01-10,3,7.93,3.09
P100000120516,steel,2025-01-11,2,7.08,3.86
P100000120516,steel,2025-01-12,4,6.6,2.22
P100000120516,steel,2025-01-13,3,12.08,5.09
P100000120516,steel,2025-01-14,4,9.15,4.49
P100000120516,steel,2025-01-16,1,4.27,4.27
P100000120516,steel,2025-01-17,6,12.29,2.98
P100000120516,steel,2025-01-18,3,9.74,4.48
P100000120516,steel,2025-01-19,3,13.48,5.92
P100000120516,steel,2025-01-20,6,11.69,4.19
P100000120516,steel,2025-01-21,4,16.36,7.67
P100000120516,steel,2025-01-22,3,9.51,4.27
P100000120516,steel,2025-01-23,5,12.97,5.16
P100000120516,steel,2025-01-24,4,13.38,5.94
P100000120516,steel,2025-01-25,3,8.5,4.44
P100000120516,steel,2025-01-26,5,10.43,4.91
P100000120516,steel,2025-01-27,3,7.02,4.25
P100000120516,steel,2025-01-28,4,8.270000000000001,2.22
P100000120516,steel,2025-01-29,7,20.21,4.43
P100000120516,steel,2025-01-30,4,10.33,5.96
P100000120516,steel,2025-01-31,4,10.1,3.92
P100000120516,steel,2025-02-01,5,18.11,5.73
P100000120516,steel,2025-02-02,4,16.36,6.59
P100000120516,steel,2025-02-03,5,16.59,3.91
P100000120516,steel,2025-02-04,3,8.92,3.95
P100000120516,steel,2025-02-05,6,17.36,4.47
P100000120516,steel,2025-02-06,4,22.39,6.76
P100000120516,steel,2025-02-07,4,17.439999999999998,9.36
P100000120516,steel,2025-02-08,5,17.14,6.21
P100000120516,steel,2025-02-09,4,16.130000000000003,5.69
P100000120516,steel,2025-02-10,9,28.53,5.84
P100000120516,steel,2025-02-11,5,11.45,4.83
P100000120516,steel,2025-02-12,4,18.88,7.3
P100000120516,steel,2025-02-13,8,24.34,10.09
P100000120516,steel,2025-02-14,4,10.66,4.3
P100000120516,steel,2025-02-15,4,11.469999999999999,4.09
P100000120516,steel,2025-02-16,5,15.18,6.03
P100000120516,steel,2025-02-17,4,14.870000000000001,6.21
P100000120516,steel,2025-02-18,7,17.91,4.29
P100000120516,steel,2025-02-19,4,12.94,4.56
P100000120516,steel,2025-02-20,4,14.809999999999999,7.64
P100000120516,steel,2025-02-21,8,25.7,6.87
P100000120516,steel,2025-02-22,2,6.14,3.07
P100000120516,steel,2025-02-23,3,9.469999999999999,3.86
P100000120516,steel,2025-02-24,5,13.2,4.81
P100000120516,steel,2025-02-25,3,11.98,5.17
P100000120516,steel,2025-02-26,6,15.91,4.19
P100000120516,steel,2025-02-27,6,14.15,3.94
P100000120516,steel,2025-02-28,4,16.91,5.3
P100000120516,steel,2025-03-01,6,21.23,4.69
P100000120516,steel,2025-03-02,4,11.95,3.94
P100000120516,steel,2025-03-03,9,35.769999999999996,9.1
P100000120516,steel,2025-03-04,5,22.5,6.66
P100000120516,steel,2025-03-05,4,13.43,4.58
P100000120516,steel,2025-03-06,5,17.04,8.98
P100000120516,steel,2025-03-07,4,16.66,5.61
P100000120516,steel,2025-03-08,2,11.64,7.51
P100000120516,steel,2025-03-09,5,23.95,7.15
P100000120516,steel,2025-03-10,2,10.82,5.53
P100000120516,steel,2025-03-11,5,15.26,5.62
P100000120516,steel,2025-03-12,5,17.33,6.93
P100000120516,steel,2025-03-13,5,19.4,4.45
P100000120516,steel,2025-03-14,6,24.340000000000003,5.11
P100000120516,steel,2025-03-15,3,7.290000000000001,2.43
P100000120516,steel,2025-03-16,7,24.45,7.15
P100000120516,steel,2025-03-17,7,24.03,4.47
P100000120516,steel,2025-03-18,6,26.95,7.71
P100000120516,steel,2025-03-19,5,16.58,4.41
P100000120516,steel,2025-03-20,7,21.15,4.93
P100000120516,steel,2025-03-21,1,4.84,4.84
P100000120516,steel,2025-03-22,3,9.52,4.1
P100000120516,steel,2025-03-23,6,15.739999999999998,3.61
P100000120516,steel,2025-03-24,1,7.92,7.92
P100000120516,steel,2025-03-25,8,26.34,4.93
P100000120516,steel,2025-03-26,3,10.600000000000001,4.03
P100000120516,steel,2025-03-27,6,38.37,13.02
P100000120516,steel,2025-03-28,3,11.21,5.45
P100000120516,steel,2025-03-29,3,12.24,4.3
P100000120516,steel,2025-03-30,7,33.12,7.82
P100000120516,steel,2025-03-31,7,30.63,6.18
P100000120516,steel,2025-04-01,1,6.56,6.56
P100000120516,steel,2025-04-02,6,13.39,4.69
P100000120516,steel,2025-04-04,4,11.36,3.44
P100000120516,steel,2025-04-05,2,10.8,5.7
P100000120516,steel,2025-04-06,5,19.13,9.84
P100000120516,steel,2025-04-07,7,31.09,9.62
P100000120516,steel,2025-04-08,3,19.72,11.14
P100000120516,steel,2025-04-09,2,10.49,6.96
P100000120516,steel,2025-04-10,2,8.879999999999999,6.64
P100000120516,steel,2025-04-11,3,11.45,3.83
P100000120516,steel,2025-04-12,5,17.17,8.91
P100000120516,steel,2025-04-13,1,6.34,6.34
P100000120516,steel,2025-04-14,4,12.370000000000001,5.89
P100000120516,steel,2025-04-15,3,13.35,5.82
P100000120516,steel,2025-04-16,6,23.48,6.63
P100000120516,steel,2025-04-17,7,42.2,12.66
P100000120516,steel,2025-04-18,6,24.740000000000002,5.24
P100000120516,steel,2025-04-19,4,11.09,4.26
P100000120516,steel,2025-04-20,12,41.12,6.17
P100000120516,steel,2025-04-21,7,26.05,6.08
P100000120516,steel,2025-04-22,6,36.089999999999996,13.79
P100000120516,steel,2025-04-23,4,25.06,15.84
P100000120516,steel,2025-04-24,2,10.559999999999999,6.46
P100000120516,steel,2025-04-25,2,9.56,4.78
P100000120516,steel,2025-04-28,4,11.01,3.67
P100000120516,steel,2025-04-29,4,13.41,4.1
P100000120516,steel,2025-04-30,4,8.16,2.26
P100000120516,steel,2025-05-01,9,25.490000000000002,7.28
P100000120516,steel,2025-05-02,6,26.82,7.01
P100000120516,steel,2025-05-03,3,14.540000000000001,7.11
P100000120516,steel,2025-05-04,5,13.59,4.55
P100000120516,steel,2025-05-05,5,20.45,5.07
P100000120516,steel,2025-05-06,4,12.21,3.94
P100000120516,steel,2025-05-07,2,4.86,2.43
P100000120516,steel,2025-05-08,4,12.059999999999999,3.48
P100000120516,steel,2025-05-09,4,8.29,2.08
P100000120516,steel,2025-05-10,4,23.4,8.74
P100000120516,steel,2025-05-11,3,23.02,8.59
P100000120516,steel,2025-05-12,6,26.88,5.51
P100000120516,steel,2025-05-13,1,6.97,6.97
P100000120516,steel,2025-05-14,5,25.59,6.01
P100000120516,steel,2025-05-15,4,19.75,9.67
P100000120516,steel,2025-05-16,2,5.96,2.98
P100000120516,steel,2025-05-18,1,4.11,4.11
P100000120516,steel,2025-05-19,2,21.39,10.92
P100000120516,steel,2025-05-20,1,8.27,8.27
P100000120516,steel,2025-05-23,2,15.09,8.93
P100000120516,steel,2025-05-25,4,5.859999999999999,2.23
P100000120516,steel,2025-05-26,3,4.71,1.57
P100000120516,steel,2025-05-29,2,6.5,4.51
P100000120516,steel,2025-05-30,3,14.270000000000001,5.48
P100000120516,steel,2025-06-01,2,13.190000000000001,7.54
P100000120516,steel,2025-06-02,1,4.06,4.06
P100000120516,steel,2025-06-03,1,5.28,5.28
P100000120516,steel,2025-06-04,4,14.43,6.93
P100000120516,steel,2025-06-05,5,23.9,6.77
P100000120516,steel,2025-06-06,4,13.719999999999999,7.69
P100000120516,steel,2025-06-07,1,4.72,4.72
P100000120516,steel,2025-06-08,5,15.91,5.84
P100000120516,steel,2025-06-09,4,22.54,6.33
P100000120516,steel,2025-06-10,5,19.48,5.82
P100000120516,steel,2025-06-11,2,10.42,5.21
P100000120516,steel,2025-06-13,1,3.43,3.43
P100000120516,steel,2025-06-14,2,4.14,2.07
P100000120516,steel,2025-06-15,2,6.36,3.18
P100000120516,steel,2025-06-21,4,5.98,1.78
P100000120516,steel,2025-07-12,2,11.129999999999999,6.43
P100000120516,steel,2025-07-18,4,20.07,6.96
P100000120516,steel,2025-07-22,2,7.37,4.37
P100000120516,steel,2025-08-02,3,3.46,1.32
P100000120516,steel,2025-08-09,5,12.42,3.87
P100000120516,steel,2025-08-11,2,4.72,2.9
P100000120516,steel,2025-08-13,2,1.12,0.56
P100000120516,steel,2025-08-14,3,7.51,2.9
P100000120516,steel,2025-08-15,1,2.69,2.69
P100000120516,steel,2025-08-18,3,2.4699999999999998,0.83
P100000120516,steel,2025-08-26,4,3.38,0.87
P100000120516,steel,2025-08-27,1,1.84,1.84
P100000120516,steel,2025-08-28,2,5.17,3.39
P100000120516,steel,2025-08-29,4,12.639999999999999,3.82
P100000120516,steel,2025-08-30,4,15.98,4.98
P100000120516,steel,2025-09-05,3,5.86,2.14
P100000120516,steel,2025-09-08,5,13.54,3.08
P100000120516,steel,2025-09-10,2,3.12,1.56
P100000120516,steel,2025-09-12,3,5.63,2.53
P100000120516,steel,2025-09-13,3,11.52,6.16
P100000120516,steel,2025-09-19,4,14.809999999999999,5.59
P100000120516,steel,2025-09-20,3,3.84,1.28
P100000120516,steel,2025-09-24,2,2.78,1.39
P100000120516,steel,2025-09-25,5,17.189999999999998,7.04
P100000120516,steel,2025-09-27,4,5.71,1.67
P100000120516,steel,2025-09-28,3,4.37,2.15
P100000120516,steel,2025-09-29,3,11.74,7.66
P100000120516,steel,2025-09-30,2,5.14,2.57
P100000120516,steel,2025-10-07,1,0.78,0.78
P100000120516,steel,2025-10-08,4,6.11,2.47
P100000120516,steel,2025-10-09,1,0.87,0.87
P100000120516,steel,2025-10-11,6,15.57,5.13
P100000120516,steel,2025-10-12,3,7.45,4.23
P100000120516,steel,2025-10-13,8,13.98,3.64
P100000120516,steel,2025-10-14,5,13.88,4.73
P100000120516,steel,2025-10-15,3,5.64,1.88
P100000120516,steel,2025-10-16,3,7.3,3.36
P100000120516,steel,2025-10-17,4,15.21,8.16
P100000120516,steel,2025-10-18,3,9.68,4.98
P100000120516,steel,2025-10-19,6,17.52,6.35
P100000120516,steel,2025-10-20,2,13.129999999999999,8.76
P100000120516,steel,2025-10-21,3,8.29,3.67
P100000120516,steel,2025-10-22,5,18.03,7.31
P100000120516,steel,2025-10-23,4,14.4,6.19
P100000120516,steel,2025-10-24,7,17.96,4.39
P100000120516,steel,2025-10-26,2,5.84,2.92
P100000120516,steel,2025-10-28,4,6.16,1.65
P100000120516,steel,2025-10-31,3,3.3899999999999997,1.13
P100000120516,steel,2025-11-01,3,6.35,2.35
P100000120516,steel,2025-11-02,3,7.01,2.73
P100000120516,steel,2025-11-03,3,6.01,2.91
P100000120516,steel,2025-11-04,7,24.89,6.71
P100000120516,steel,2025-11-05,3,15.81,9.0
P100000120516,steel,2025-11-06,3,10.02,3.34
P100000120516,steel,2025-11-07,4,11.78,4.31
P100000120516,steel,2025-11-08,5,16.14,7.23
P100000120516,steel,2025-11-09,8,14.6,2.59
P100000120516,steel,2025-11-10,6,18.83,5.93
P100000120516,steel,2025-11-11,1,8.74,8.74
P100000120516,steel,2025-11-12,5,10.03,2.85
P100000120516,steel,2025-11-13,4,15.91,6.2
P100000120516,steel,2025-11-14,7,17.75,4.7
P100000120516,steel,2025-11-15,7,16.62,4.18
P100000120516,steel,2025-11-16,4,11.92,4.29
P100000120516,steel,2025-11-17,6,18.48,3.69
P100000120516,steel,2025-11-18,3,16.63,10.11
P100000120516,steel,2025-11-19,2,16.16,11.22
P100000120516,steel,2025-11-20,6,24.35,6.82
P100000120516,steel,2025-11-21,4,20.9,9.73
P100000120516,steel,2025-11-22,5,15.49,5.9
P100000120516,steel,2025-11-23,5,12.49,2.72
P100000120516,steel,2025-11-24,5,19.189999999999998,6.89
P100000120516,steel,2025-11-25,6,23.68,5.94
P100000120516,steel,2025-11-26,4,10.18,3.54
P100000120516,steel,2025-11-27,5,17.6,7.38
P100000120516,steel,2025-11-28,7,18.66,4.67
P100000120516,steel,2025-11-29,4,13.55,4.2
P100000120516,steel,2025-12-01,4,13.15,4.7
P100000120516,steel,2025-12-02,5,13.4,5.3
P100000120516,steel,2025-12-03,5,16.259999999999998,7.75
P100000120516,steel,2025-12-04,8,27.69,6.14
P100000120516,steel,2025-12-05,4,13.68,5.07
P100000120516,steel,2025-12-06,6,19.8,5.86
P100000120516,steel,2025-12-07,4,15.350000000000001,8.75
